sowing dates	May 15	may 15	The early , mid and late sowing dates were May 15 , May 29 and June 12 , 2013 , respectively .	Phenology-and-sowing-time-affect-water-use-in-four-wa_2019_Agricultural-and-.txt	N/A	N/A	sudan	2013	2013	2016	N/A	N/A	millet
crops	2013	2013	Relationship between water use and yield at different growth stages in four annual forage crops in 2013 .	Phenology-and-sowing-time-affect-water-use-in-four-wa_2019_Agricultural-and-.txt	N/A	N/A	sudan	2013	2013	2016	N/A	N/A	millet
