226931	Oryang	Oryang		2.42614	31.22982	P	PPL	UG		N	58	8080237	8261562	0		937	Africa/Kampala	2016-06-22
226932	Orutunga	Orutunga	Orutunga,Rutunga	-0.06667	30.56667	H	STM	UG		W	C8			0		1301	Africa/Kampala	2012-04-28
226933	Orupe	Orupe	Orape,Orupe	1.48333	33.55	P	PPL	UG		E	H5	226329	7732527	0		1106	Africa/Kampala	2016-06-22
226934	Orungo	Orungo		2.01611	33.45722	P	PPL	UG		E	B8	235185	8657549	0		1122	Africa/Kampala	2016-06-22
226935	Orunga	Orunga	Orunga,Twol	2.61092	31.38818	H	STM	UG		N	58			0		632	Africa/Kampala	2012-04-28
226936	Orumo	Orumo	Omoro,Orumo	2.385	33.35833	P	PPL	UG		N	H3	8644128	8658734	0		1066	Africa/Kampala	2016-06-22
226937	Oruk	Oruk		2.35	33.25	H	STM	UG		00				0		1023	Africa/Kampala	1993-12-28
226938	Oruha	Oruha		0.65	30.5	T	HLL	UG		W	85	228643	8657544	0		1489	Africa/Kampala	2016-06-22
226939	Oruchor	Oruchor	Oruchor	0.55	34.11667	T	HLL	UG		E	67	8644151	8657819	0		1143	Africa/Kampala	2017-02-04
226940	Orubare	Orubare		-0.05	31.03333	P	PPL	UG		W	D3	7870011	8658565	0		1289	Africa/Kampala	2016-06-22
226941	Oruada	Oruada		1.89942	33.34008	P	PPL	UG		E	80	7732909	8658381	0		1101	Africa/Kampala	2018-05-09
226942	Oru	Oru		3.23972	31.14518	H	STM	UG		N	77			0		854	Africa/Kampala	2012-04-28
226943	Oropoi	Oropoi		2.86667	34.23333	T	HLL	UG		N	45	233117	8658473	0		1340	Africa/Kampala	2016-06-22
226944	Oromo	Oromo		3.73333	33.4	H	STM	UG		N	84			0		911	Africa/Kampala	2012-04-28
226945	Oromo	Oromo	Aromo,Oromo	2.65	32.81667	H	STM	UG		00				0		1002	Africa/Kampala	2012-01-18
226946	Rom Central Forest Reserve	Rom Central Forest Reserve	Orom,Orom Forest Reserve,Rom Central Forest Reserve	3.38982	33.58952	L	RESF	UG		N	84			0		2169	Africa/Kampala	2014-02-08
226947	Oriyoyi	Oriyoyi	Oriyoyi	0.64726	34.21865	P	PPL	UG		E	76	226108	8658168	0		1156	Africa/Kampala	2017-02-04
226948	Oriso	Oriso	Oriso,Orozo	2.7	30.9	T	HLL	UG		N	77	226029	8657886	0		1295	Africa/Kampala	2016-06-22
226949	Orio	Orio	Orio,Uriyo	2.1	33.9	H	STM	UG		00				0		1062	Africa/Kampala	2012-01-18
226950	Oringo	Oringo		2.31667	33.56667	P	PPL	UG		E	B8	8644171	8657993	0		1045	Africa/Kampala	2016-06-22
226951	Orijini	Orijini	Orijini,Oringini	3.51363	31.14233	P	PPL	UG		N	97	235054	8657619	0		995	Africa/Kampala	2016-06-22
226952	Oriebai	Oriebai	Alebai,Oriebai	2.08333	33.45	P	PPL	UG		E	B8	235185	8657549	0		1130	Africa/Kampala	2016-06-22
226953	Oridi	Oridi		1.5	33.35	P	PPL	UG		E	H5	8644174	8658380	0		1059	Africa/Kampala	2016-06-22
226954	Orichinga	Orichinga		0.98333	30.76667	H	STM	UG		W	41			0		1157	Africa/Kampala	2012-04-28
226955	Oribu	Oribu		2.72219	31.04015	P	PPL	UG		N	77	8644146	8261586	0		920	Africa/Kampala	2016-06-22
226956	Oriang	Oriang		2.26412	32.08796	H	STM	UG		N	H2			0		938	Africa/Kampala	2012-04-28
226957	Oreko	Oreko		3.06318	30.92909	P	PPL	UG		N	77	234911	8657558	0		1209	Africa/Kampala	2016-06-22
226958	Oregiya	Oregiya		1.59025	33.60888	P	PPL	UG		E	95	226232	8657815	0		1073	Africa/Kampala	2017-04-07
226959	Ore	Ore	Orai,Ore,Orei,River Urei	3.17738	31.39642	H	STM	UG		N	77			0		634	Africa/Kampala	2012-04-28
226960	Orani	Orani	Olani,Orani	3.31667	30.98333	T	HLL	UG		N	D7	229396	8658274	0		1016	Africa/Kampala	2016-06-22
226961	Orama	Orama		2.63333	33.43333	H	STM	UG		00				0		1027	Africa/Kampala	1993-12-28
226962	Oraba	Oraba	Oraba	3.53415	30.88935	P	PPL	UG		N	D4	230723	8657758	0		1161	Africa/Kampala	2016-06-22
226963	Ora	Ora		2.6915	31.45006	H	STM	UG		00				0		625	Africa/Kampala	2011-12-07
226964	Opyeluwinyo	Opyeluwinyo		2.3	33.43333	T	HLL	UG		N	E4	229109	8658577	0		1056	Africa/Kampala	2016-06-22
226965	Opwateta	Opwateta	Opwateta,Pweteta	1.25	33.85	P	PPL	UG		E	H9	7732905	8658451	0		1070	Africa/Kampala	2018-06-23
226966	Opuyo	Opuyo		1.67906	33.64533	P	PPL	UG		E	95	226232	8657815	0		1094	Africa/Kampala	2017-04-07
226967	Oputi	Oputi		1.35	33.96667	P	PPL	UG		E	46	7732907	8658102	0		1140	Africa/Kampala	2016-06-22
226968	Opurei	Opurei		1.6122	33.46316	P	PPL	UG		E	H5	226329	8658181	0		1058	Africa/Kampala	2018-05-09
226969	Opot	Opot	Apot,Opot	1.36667	33.66667	P	PPL	UG		E	G9	7732908	8658033	0		1043	Africa/Kampala	2016-06-22
226970	Opopwa	Opopwa		2.21667	34.23333	T	HLL	UG		N	G8	234720	8658126	0		1173	Africa/Kampala	2016-06-22
226971	Opokyam	Opokyam		3.41667	32.7	P	PPL	UG		N	G3	230209	8644038	0		1017	Africa/Kampala	2016-06-22
226972	Opok Forest Reserve	Opok Forest Reserve	Opok,Opok Forest Reserve	2.7655	32.36894	L	RESF	UG		N	30			0		1114	Africa/Kampala	2012-04-28
226973	Opoi	Opoi	Opoi	2.84537	31.08342	T	HLL	UG		N	77	226029	8658545	0		1186	Africa/Kampala	2018-12-04
226974	Opoet	Opoet		1.78333	33.45	H	STM	UG		E	95			0		1035	Africa/Kampala	2012-04-28
226975	Opiyai	Opiyai	Opiyai,Opuyo,Owolo	1.68817	33.60429	P	PPL	UG		E	95	7732234	8658138	0		1095	Africa/Kampala	2017-04-07
226976	Opiya	Opiya		1.48333	33.16667	P	PPL	UG		E	H5	8644174	8658502	0		1037	Africa/Kampala	2016-06-22
226977	Opit	Opit	Opit	2.58836	32.47176	T	HLL	UG		N	E2	226883	8261618	0		1168	Africa/Kampala	2018-12-04
226978	Opit Forest Reserve	Opit Forest Reserve	Opit,Opit Forest Reserve	2.61127	32.50169	V	FRST	UG		N	E2			0		1124	Africa/Kampala	2012-04-28
226979	Opio	Opio	Opio	2.94501	32.05735	T	HLL	UG		N	B9	231253	8630017	0		1215	Africa/Kampala	2018-12-04
226980	Opio	Opio		2.44706	31.31428	L	RESF	UG		N	58			0		773	Africa/Kampala	2012-04-28
226981	Opika	Opika		2.81624	30.8884	P	PPL	UG		N	77	226029	8657975	0		1413	Africa/Kampala	2016-06-22
226982	Opiai	Opiai		1.8	33.4	P	PPL	UG		E	80	7732909	8658623	0		1060	Africa/Kampala	2016-06-22
226983	Opetachoro	Opetachoro	Opetachoro,Palacho,River Pelacho	1.79673	33.5093	H	STM	UG		E	95			0		1044	Africa/Kampala	2017-04-07
226984	Lake Opeta	Lake Opeta	Lake Gedge,Lake Opeta	1.625	34.19167	H	LK	UG		E	46			0		1043	Africa/Kampala	2012-04-28
226985	Operiperi	Operiperi		2.64941	34.69177	T	HLL	UG		N	88	229332	8630015	0		1364	Africa/Kampala	2016-08-03
226986	Operepe	Operepe		1.62614	33.63568	P	PPL	UG		E	95	226232	8657815	0		1076	Africa/Kampala	2017-04-07
226987	Opengor	Opengor	Opengaro,Opengor	2.4482	31.58979	H	STM	UG		N	H2			0		667	Africa/Kampala	2012-04-28
226988	Lake Opare	Lake Opare		1.57083	33.66471	H	LK	UG		E	H5			0		1039	Africa/Kampala	2017-04-07
226989	Opapai	Opapai	Opapai	1.59646	32.98429	P	PPLL	UG		E	80	233018	8658326	0		1057	Africa/Kampala	2017-05-07
226990	Opaka Forest Reserve	Opaka Forest Reserve	Opaka,Opaka Forest Reserve	2.67508	32.31595	V	FRST	UG		N	30			0		1089	Africa/Kampala	2012-04-28
226991	Opa	Opa		2.7084	31.08868	P	PPL	UG		N	77	8644146	8261585	0		922	Africa/Kampala	2016-06-22
226992	Onyunyu	Onyunyu		1.97531	33.35366	P	PPL	UG		E	80	7732909	8658265	0		1093	Africa/Kampala	2018-05-09
226993	Onongar	Onongar		2.6	33.75	T	HLL	UG		N	B6	230247	8658269	0		1336	Africa/Kampala	2016-06-22
226995	Origo	Origo	Onigo,Oningo,Origo	3.4852	31.90152	P	PPL	UG		N	65	8644133	8658573	0		647	Africa/Kampala	2016-06-22
226996	Oniangoli	Oniangoli	Oniangoli	3.8	31.83333	T	MT	UG		N	72	8644132	8657820	0		895	Africa/Kampala	2018-12-04
226997	Ongunyi	Ongunyi		1.91841	33.71027	P	PPL	UG		E	B8			0		1101	Africa/Kampala	2017-04-07
226998	Ongunai	Ongunai	Angunai,Ongunai	1.78163	33.52331	P	PPL	UG		E	95	226232	8658303	0		1066	Africa/Kampala	2017-04-07
226999	Ongoro	Ongoro		3.19664	30.85199	P	PPL	UG		N	D7	229396	8658454	0		1249	Africa/Kampala	2016-06-22
227000	Ongoratok	Ongoratok	Ngoratok,Ongoratok	1.77391	33.60068	P	PPL	UG		E	95	226232	8657623	0		1109	Africa/Kampala	2017-04-07
227001	Ongako	Ongako	Ongako,Ongoko	2.68093	32.23938	P	PPL	UG		N	I5	227037	7732533	0		1093	Africa/Kampala	2018-06-23
227002	Ongino	Ongino		1.54536	33.99713	P	PPL	UG		E	46	7732907	8658068	0		1070	Africa/Kampala	2017-04-07
227003	Ongino	Ongino		1.51667	34.05	P	PPL	UG		E	46	7732907	8658068	0		1081	Africa/Kampala	2016-06-22
227004	Ongaro	Ongaro		2.58333	33.15	H	STM	UG		N	H3			0		1024	Africa/Kampala	2012-04-28
227005	Ongaro	Ongaro		1.85821	33.52625	H	STM	UG		E	95			0		1057	Africa/Kampala	2017-04-07
227006	Ongariama	Ongariama	Ngaliama,Ongariama	1.9839	33.48884	P	PPL	UG		E	95	226232	8658360	0		1115	Africa/Kampala	2018-05-09
227007	Onekogwok	Onekogwok		2.5042	32.4393	H	STM	UG		N	E2			0		1048	Africa/Kampala	2012-04-28
227008	Onder	Onder		2.58018	30.76058	P	PPL	UG		N	H7	227147	8658461	0		1618	Africa/Kampala	2016-06-22
227009	Onari	Onari		3.01118	31.4136	P	PPL	UG		N	77	8644146	8658638	0		650	Africa/Kampala	2016-06-22
227010	Omyemya	Omyemya	Emyemya,Omyemya	2.21667	33.75	P	PPL	UG		E	B8	8644171	8657645	0		1110	Africa/Kampala	2016-06-22
227011	Omwono	Omwono	Omwono	1.95	32.83333	P	PPLL	UG		N	26	230563	8658616	0		1082	Africa/Kampala	2017-05-07
227012	Omwinero	Omwinero		-1	30.01667	P	PPL	UG		W	93	8644148	8657801	0		1756	Africa/Kampala	2016-06-22
227013	Omuturo	Omuturo		2.15	34	P	PPL	UG		E	69	8644130	8658607	0		1076	Africa/Kampala	2016-06-22
227014	Omutoi	Omutoi		1.88384	33.81122	P	PPL	UG		E	B8	235185	8657999	0		1075	Africa/Kampala	2017-04-07
227015	Omurwesigilo	Omurwesigilo		-0.56667	29.8	P	PPL	UG		W	93	8644165	7732515	0		1053	Africa/Kampala	2016-06-22
227016	Omurwera	Omurwera		0.51667	31	P	PPL	UG		W	G2	230499	8657718	0		1316	Africa/Kampala	2016-06-22
227017	Omuruyenzhe	Omuruyenzhe		-0.48333	29.8	P	PPL	UG		W	93	8644165	7732515	0		951	Africa/Kampala	2016-06-22
227018	Omurkango	Omurkango		-0.9	30.03333	H	STM	UG		W	59			0		1378	Africa/Kampala	2012-04-28
227019	Omunyir	Omunyir	Omunyir,Omunyiri	2.15	33.48333	P	PPL	UG		E	B8	235185	8657655	0		1089	Africa/Kampala	2016-06-22
227020	Omunyari	Omunyari		1.85068	33.80384	H	STM	UG		E	B8			0		1051	Africa/Kampala	2017-04-07
227021	Omunyal	Omunyal		1.83333	33.45	H	STM	UG		E	95			0		1054	Africa/Kampala	2012-04-28
227022	Omunkunyu	Omunkunyu		0.03333	29.85	P	PPL	UG		W	40	7869968	8657868	0		1115	Africa/Kampala	2016-06-22
227023	Omulala	Omulala		1.63866	33.64902	P	PPL	UG		E	95	226232	8657815	0		1065	Africa/Kampala	2017-04-07
227024	Omukut	Omukut		2.66667	33.86667	T	HLL	UG		N	B6	230247	8657574	0		1465	Africa/Kampala	2016-06-22
227025	Omukate	Omukate		-0.38333	30.9	T	HLL	UG		W	D3	7870011	7732404	0		1385	Africa/Kampala	2016-06-22
227026	Omukaguha	Omukaguha		-0.91667	29.83333	P	PPL	UG		W	82	7732525	7732518	0		1768	Africa/Kampala	2016-06-22
227027	Omugo	Omugo	Omogo,Omugo	3.27446	31.11419	P	PPL	UG		N	77	226158	8658433	0		939	Africa/Kampala	2016-06-22
227028	Omugenya	Omugenya	Omugenya,River Mugenya	1.75145	33.77473	H	STM	UG		E	95			0		1045	Africa/Kampala	2017-04-07
227029	Omugenya	Omugenya	Magenya,Omugenya	1.73826	33.74735	P	PPL	UG		E	95	226232	8658004	0		1059	Africa/Kampala	2017-04-07
227030	Omugei	Omugei	Amugeyi,Omugei	2.16667	33.78333	H	STM	UG		E	B8			0		1080	Africa/Kampala	2012-04-28
227031	Omugei	Omugei	Amugei,Omugei	2.15	33.78333	P	PPL	UG		E	B8	8644171	8658643	0		1104	Africa/Kampala	2016-06-22
227032	Omudoi	Omudoi	Omodoi,Omudoi	1.81513	33.99836	P	PPL	UG		E	69	8644130	8658012	0		1092	Africa/Kampala	2017-04-07
227033	Omubugoigo	Omubugoigo		1.89659	31.44077	P	PPL	UG		W	C5	7869947	8657899	0		638	Africa/Kampala	2016-06-22
227034	Omubihembe	Omubihembe	Muembe,Omubihembe	-0.16667	30.61667	T	HLL	UG		W	C8	7732900	8658661	0		1420	Africa/Kampala	2016-06-22
227035	Omoyo	Omoyo		2.54883	30.82326	P	PPL	UG		N	H7	227147	8657766	0		1551	Africa/Kampala	2016-06-22
227036	Omotoi	Omotoi	Motoi,Omotoi	1.31667	33.78333	P	PPL	UG		E	60	226822	8658639	0		1041	Africa/Kampala	2016-06-22
227037	Omoro County	Omoro County		2.75	32.5	A	ADM3	UG		N	I5	227037		0		1025	Africa/Kampala	2018-06-23
227038	Luyoro	Luyoro	Luyoro,Omoro	3.73186	33.39651	H	STM	UG		N	84			0		910	Africa/Kampala	2014-02-08
227039	Omoro	Omoro	Moru,Omoro	2.7	32.73333	T	HLL	UG		N	I5	227037	8629916	0		1007	Africa/Kampala	2018-06-23
227040	Omoro	Omoro		2.21833	33.39833	P	PPL	UG		N	E4	229109	8658577	0		1071	Africa/Kampala	2016-06-22
227041	Omolotok	Omolotok	Molotok,Omolotok	1.48333	33.38333	P	PPL	UG		E	H5	8644174	8658380	0		1070	Africa/Kampala	2016-06-22
227042	Omoloko	Omoloko		1.5886	33.44271	P	PPL	UG		E	H5	226329	8658732	0		1066	Africa/Kampala	2018-05-09
227043	Omol	Omol		2.61962	30.91146	H	STM	UG		N	H7			0		1340	Africa/Kampala	2012-04-28
227044	Omodoi	Omodoi		1.70045	33.36718	L	LCTY	UG		E	80			0		1042	Africa/Kampala	2018-05-09
227045	Omodoi	Omodoi	Amunoi,Omodoi	2.05	33.8	P	PPL	UG		E	B8	8644171	8658056	0		1122	Africa/Kampala	2016-06-22
227046	Omodoi	Omodoi		1.66853	33.5798	P	PPL	UG		E	95	226232	8657815	0		1086	Africa/Kampala	2017-04-07
227047	Omoce	Omoce	Omoce,Omoche	1.92576	33.4973	P	PPL	UG		E	95	226232	8658360	0		1101	Africa/Kampala	2017-04-07
227048	Omiya Pachua	Omiya Pachua		3.22712	33.38333	P	PPL	UG		N	E3	235459	8643680	0		1126	Africa/Kampala	2016-06-22
227049	Omiya-Anyma	Omiya-Anyma	Omiya Anyma,Omiya-Anyima,Omiya-Anyma,Umia,Umia Anyema,Umia Anyima	3.27796	33.26116	P	PPL	UG		N	84	233642	8657734	0		1029	Africa/Kampala	2016-06-22
227050	Omito	Omito		1.6604	33.84392	P	PPL	UG		E	G9	7732908	8658438	0		1055	Africa/Kampala	2017-04-07
227051	Omit	Omit		2.51667	32.8	T	HLL	UG		N	47	233491	8630009	0		1043	Africa/Kampala	2016-06-22
227052	Omirimiri	Omirimiri		1.71225	33.32947	P	PPL	UG		E	80	7732909	8658509	0		1050	Africa/Kampala	2018-05-09
227053	Ominya	Ominya		1.66842	33.94934	P	PPL	UG		E	69	8644155	8658087	0		1058	Africa/Kampala	2017-04-07
227054	Omier	Omier	Auu,Omier	2.51667	30.96667	T	HLL	UG		N	H7	227147	8657635	0		1336	Africa/Kampala	2016-06-22
227055	Omier Forest Reserve	Omier Forest Reserve	Omier,Omier Forest Reserve	2.53838	30.98922	L	RESF	UG		N	H7			0		1217	Africa/Kampala	2012-04-28
227056	Ome	Ome	Om,Ome	2.68596	31.44742	H	STM	UG		00				0		623	Africa/Kampala	2012-01-18
227057	Omid	Omid	Omid,Omidi	2.03333	33.35	P	PPL	UG		N	E4	229109	8658369	0		1071	Africa/Kampala	2016-06-22
227058	Omianza	Omianza		-1.03333	30.16667	H	STM	UG		W	59			0		1457	Africa/Kampala	2012-04-28
227059	Omia	Omia	Omia,River Omnia	3.08267	30.90184	H	STM	UG		N	77			0		1144	Africa/Kampala	2012-04-28
227060	Ombenga	Ombenga		3.50905	31.2031	H	STM	UG		N	97			0		923	Africa/Kampala	2012-04-28
227061	Ombatini	Ombatini		3.11668	30.95726	P	PPL	UG		N	77	226158	8657701	0		1175	Africa/Kampala	2016-06-22
227062	Ombachi	Ombachi	Ombache,Ombachi	3.04986	30.94347	P	PPL	UG		N	77	234911	8657558	0		1155	Africa/Kampala	2016-06-22
227063	Omatikile	Omatikile	Omatakire,Omatikile	1.95273	33.51928	P	PPL	UG		E	95	226232	8658360	0		1117	Africa/Kampala	2017-04-07
227064	Omateng	Omateng		1.55688	33.93002	P	PPL	UG		E	46	7732907	230582	0		1073	Africa/Kampala	2017-04-07
227065	Omarai	Omarai		1.8336	33.22292	P	PPL	UG		E	80	233018	8658103	0		1109	Africa/Kampala	2018-05-09
227066	Omanimani	Omanimani	Akinyo,Kangole,Manimani,Omanimani,River Natakolem	2.49818	34.23882	H	STM	UG		N	91			0		1136	Africa/Kampala	2016-08-03
227067	Omagara	Omagara	Magara,Omagara	1.45	33.46667	P	PPL	UG		E	H5	226329	7732527	0		1052	Africa/Kampala	2016-06-22
227068	Omabor	Omabor	Komabor,Komabori,Omabor	1.70566	33.26035	H	STM	UG		E	80			0		1034	Africa/Kampala	2018-05-09
227069	Olyeko	Olyeko		2.53063	30.84825	P	PPL	UG		N	H7	227147	8657766	0		1588	Africa/Kampala	2016-06-22
227070	Olya	Olya		2.11667	33.13333	H	STM	UG		00				0		1065	Africa/Kampala	1993-12-28
227071	Olwoie	Olwoie		2.91667	32.08333	T	HLL	UG		N	B9	231253	8630017	0		1116	Africa/Kampala	2016-06-22
227072	Olwit	Olwit		1.72607	32.38786	P	PPL	UG		N	26	229387	8657675	0		1058	Africa/Kampala	2016-06-22
227073	Olwerai	Olwerai	Lwerai,Olwerai	1.71607	33.46982	P	PPL	UG		E	95	226232	8658303	0		1064	Africa/Kampala	2018-05-09
227074	Olwal Forest Reserve	Olwal Forest Reserve	Olwal,Olwal Forest Reserve	2.86069	32.09276	L	RESF	UG		N	B9			0		1081	Africa/Kampala	2012-04-28
227075	Olwa	Olwa		2.11667	33.45	P	PPL	UG		E	B8	235185	8657550	0		1132	Africa/Kampala	2016-06-22
227076	Oluyubu	Oluyubu		0.11667	30.63333	H	STM	UG		00				0		1221	Africa/Kampala	1993-12-28
227077	Oluvu	Oluvu	Olovu,Oluvu	3.18333	30.88333	T	HLL	UG		N	D7	229396	8658621	0		1209	Africa/Kampala	2016-06-22
227078	Oluvu	Oluvu		3.20728	30.8806	L	RESF	UG		N	D7			0		1214	Africa/Kampala	2012-04-28
227079	Oluvu	Oluvu	Olovu,Oluvu	3.19667	30.86863	P	PPL	UG		N	D7	229396	8658454	0		1247	Africa/Kampala	2016-06-22
227080	Olupe	Olupe		1.41667	33.88333	H	STM	UG		E	46			0		1087	Africa/Kampala	2012-04-28
227081	Olupe	Olupe		1.85	33.9	P	PPL	UG		E	69	8644130	8657776	0		1062	Africa/Kampala	2016-06-22
227082	Olupe	Olupe		1.66451	33.97522	P	PPL	UG		E	69	8644155	8658087	0		1058	Africa/Kampala	2017-04-07
227083	Olupe	Olupe		1.51516	33.55492	P	PPL	UG		E	H5	226329	8657603	0		1112	Africa/Kampala	2017-04-07
227084	Olunakoli	Olunakoli	Alunakoli,Olunakoli	1.45	33.83333	T	HLL	UG		E	46	7732907	8658341	0		1103	Africa/Kampala	2016-06-22
227085	Oluffe	Oluffe		3.17831	30.9722	H	STM	UG		N	D7			0		1021	Africa/Kampala	2012-04-28
227086	Oluffe	Oluffe		3.18169	30.93206	P	PPL	UG		N	D7	229396	8658621	0		1156	Africa/Kampala	2016-06-22
227087	Olubu	Olubu	Olubu,Ozubu	3.46199	31.00865	V	FRST	UG		N	D4			0		1074	Africa/Kampala	2012-04-28
227088	Oloroi	Oloroi	Aloloi,Oloroi	2.01667	33.33333	P	PPL	UG		E	80	7732909	8658265	0		1074	Africa/Kampala	2016-06-22
227089	Olomon	Olomon		1.43333	34.55	P	PPL	UG		E	F9	7732258	8658161	0		2009	Africa/Kampala	2016-06-22
227090	Olobodagi	Olobodagi		2.59593	31.38885	P	PPL	UG		N	I6	233111	8261568	0		653	Africa/Kampala	2018-06-23
227091	Olobai	Olobai		1.74298	33.66682	P	PPL	UG		E	95	226232	8658004	0		1099	Africa/Kampala	2017-04-07
227092	Olobai	Olobai		1.65167	33.42889	P	PPL	UG		E	H5	226329	8658181	0		1042	Africa/Kampala	2016-06-22
227093	Oliyo	Oliyo		1.80097	33.10826	P	PPL	UG		E	80	233018	8658290	0		1065	Africa/Kampala	2018-05-09
227094	Oliva Falls	Oliva Falls		2.93384	30.91567	H	FLLS	UG		N	77			0		1218	Africa/Kampala	2012-04-28
227095	Olio	Olio	Kolyo,Olio	1.76833	33.51307	P	PPL	UG		E	95	226232	8658303	0		1060	Africa/Kampala	2017-04-07
227096	Tomb of Olimi	Tomb of Olimi		0.86667	31.1	S	TMB	UG		W	41	8644139	8658599	0		1216	Africa/Kampala	2016-06-22
227097	Olilim	Olilim		2.4	33.5	P	PPL	UG		N	H3	8644128	8657913	0		1052	Africa/Kampala	2016-06-22
227098	Olilim	Olilim		1.74181	33.37609	P	PPL	UG		E	80	7732909	8658509	0		1053	Africa/Kampala	2018-05-09
227099	Olika	Olika		3.03257	30.89336	H	STM	UG		N	77			0		1169	Africa/Kampala	2012-04-28
227100	Oliavu	Oliavu		2.77895	31.34497	P	PPL	UG		N	77	8644146	8658077	0		665	Africa/Kampala	2016-06-22
227101	Olianai	Olianai		1.84089	33.41506	P	PPL	UG		E	80	7732909	8658381	0		1054	Africa/Kampala	2018-05-09
227102	Oli	Oli	Oli,River Oloi	3.18867	30.93265	H	STM	UG		N	D7			0		1129	Africa/Kampala	2012-04-28
227103	Olevu	Olevu		2.94563	30.97616	P	PPL	UG		N	77	226029	8658545	0		1206	Africa/Kampala	2016-06-22
227104	Olevu	Olevu		2.90776	31.06473	P	PPL	UG		N	77	226029	8658545	0		891	Africa/Kampala	2016-06-22
227105	Olerai	Olerai		1.74855	33.26631	P	PPLL	UG		E	80	233018	8658028	0		1057	Africa/Kampala	2018-05-09
227106	Olenga	Olenga		3.3	31.05	T	HLL	UG		N	D7	229396	8658185	0		986	Africa/Kampala	2016-06-22
227107	Olemai	Olemai		1.85992	33.27905	P	PPL	UG		E	80	7732909	8658457	0		1119	Africa/Kampala	2018-05-09
227108	Olelpek	Olelpek	Olelpek	1.87543	32.55004	P	PPLL	UG		N	26	230563	8657727	0		1065	Africa/Kampala	2017-05-07
227109	Olelengole	Olelengole		1.31667	34.1	H	STM	UG		E	C3			0		1091	Africa/Kampala	2012-04-28
227110	Olelai	Olelai	Olelai,Olerayi	2.03333	33.93333	P	PPL	UG		E	69	8644130	8657832	0		1081	Africa/Kampala	2016-06-22
227111	Olelai	Olelai		1.91181	33.83235	P	PPL	UG		E	B8	235185	8657999	0		1073	Africa/Kampala	2017-04-07
227112	Oleko	Oleko		3.0683	30.96535	P	PPL	UG		N	77	234911	8657558	0		1203	Africa/Kampala	2016-06-22
227113	Olekai	Olekai	Oleka,Olekai	1.92531	33.67889	P	PPL	UG		E	B8	235185	8658243	0		1093	Africa/Kampala	2017-04-07
227114	Olejova	Olejova		2.982	31.25923	P	PPL	UG		N	77	8644146	8261592	0		685	Africa/Kampala	2016-06-22
227115	Olecoi	Olecoi	Olechoi,Olecoi	1.87651	33.48572	P	PPL	UG		E	95	226232	8657809	0		1074	Africa/Kampala	2018-05-09
227116	Oleba	Oleba	Oleba,Oleiba	3.29964	30.92867	P	PPL	UG		N	D7	229396	8657747	0		1216	Africa/Kampala	2016-06-22
227117	Old Rom	Old Rom	Old Rom	3.37608	33.59455	T	MT	UG		N	84	233642	8658649	0		2293	Africa/Kampala	2018-12-04
227118	Old Nariam	Old Nariam	Nariam,Old Nariam	1.92917	34.10806	P	PPL	UG		E	69	8644130	8629350	0		1085	Africa/Kampala	2016-06-22
227119	Old Entebbe	Old Entebbe		0.02806	32.44528	P	PPL	UG		C	96	7732225	8657745	0		1146	Africa/Kampala	2016-06-22
227120	Old Dufile	Old Dufile	Dufile Old Fort,Old Dufile	3.56667	31.96667	P	PPL	UG		N	72	8644132	7732530	0		615	Africa/Kampala	2016-06-22
227121	Olaki	Olaki		1.6777	33.26376	P	PPL	UG		E	80	7732909	8658509	0		1046	Africa/Kampala	2018-05-09
227122	Olaicho	Olaicho		1.3	33.86667	P	PPL	UG		E	46	7732907	8658361	0		1070	Africa/Kampala	2016-06-22
227123	Okworo	Okworo	Akworo,Okworo	1.33333	34.1	P	PPL	UG		E	C3	7732906	8657971	0		1096	Africa/Kampala	2016-06-22
227124	Okwer	Okwer		2.81667	33.7	T	HLL	UG		N	B6	230247	8658730	0		1214	Africa/Kampala	2016-06-22
227125	Okwar	Okwar		2.3	32.96667	T	HLL	UG		N	47	233491	8658409	0		1110	Africa/Kampala	2016-06-22
227126	Okwapiti	Okwapiti		1.25	34.13333	H	STM	UG		E	C3			0		1125	Africa/Kampala	2012-04-28
227127	Okwanges	Okwanges	Kalokwanaethe,Okwanges	2.16667	33.98333	H	STM	UG		E	69			0		1074	Africa/Kampala	2012-04-28
227128	Okwangalete	Okwangalete		1.5	33.15	P	PPL	UG		E	H5	8644174	8658502	0		1039	Africa/Kampala	2016-06-22
227129	Okwangai	Okwangai		2.35	33.68333	P	PPL	UG		E	B8	8644171	8657915	0		1050	Africa/Kampala	2016-06-22
227130	Okutomoro	Okutomoro	Okutomoro,Otukomoro	1.60795	33.6213	T	HLL	UG		E	95	226232	8657815	0		1082	Africa/Kampala	2017-04-07
227131	Okutoi	Okutoi		2.05	33.61667	P	PPL	UG		E	B8	235185	8658389	0		1134	Africa/Kampala	2016-06-22
227132	Okutoi	Okutoi		1.97204	33.60301	P	PPL	UG		E	B8	235185	8657827	0		1105	Africa/Kampala	2017-04-07
227133	Okusoma	Okusoma	Okusoma	0.31747	29.87342	T	PK	UG		W	40	7869968	8658620	0		4551	Africa/Kampala	2018-12-04
227134	Okurao	Okurao		1.67972	33.94861	P	PPL	UG		E	69	8644155	8658087	0		1064	Africa/Kampala	2017-04-07
227135	Okunguro	Okunguro		1.93119	33.59657	P	PPL	UG		E	95	226232	8657623	0		1111	Africa/Kampala	2017-04-07
