	region	country_code
9497	Bouria	SN
9498	Bourek	SN
9499	Boureya	SN
9500	Boure	SN
9501	Bourdiop	SN
9502	Bourassik	SN
9503	Bouranol Bessoloum	SN
9504	Bountou Pole	SN
9505	Bountounko	SN
9506	Bountou Mbar	SN
9507	Bountoum	SN
9508	Bountou	SN
9509	Bounsankhoba	SN
9510	Bouno	SN
9511	Bounkiling	SN
9512	Bounkili Diola	SN
9513	Bounkili	SN
9514	Bounkili	SN
9515	Bounkambara	SN
9516	Bounieye	SN
9517	Bouniak	SN
9518	Bounguel	SN
9519	Boungoye	SN
9520	Bounga	SN
9521	Boune	SN
9522	Boundou Poutchou	SN
9523	Barrage Boundoum	SN
9524	Boundou Dioe	SN
9525	Boundou Boki	SN
9526	Boundou Bali	SN
9527	Boundou	SN
9528	Boundialoum	SN
9529	Bounar	SN
9530	Bounabe	SN
9531	Boune	SN
9532	Boumouda Soukoutoto	SN
9533	Boumodi	SN
9534	Boumi	SN
9535	Boume	SN
9536	Boumbouni	SN
9537	Boumboa	SN
9538	Boumbali	SN
9539	Boumane	SN
9540	Bouma	SN
9541	Boul Peul	SN
9542	Boulou Sambou	SN
9543	Bouloukounda	SN
9544	Bouloufilanding	SN
9545	Boulou Diaro	SN
9546	Boulou Boki	SN
9547	Boulouaye	SN
9548	Boulo Seano	SN
9549	Boulonp	SN
9550	Boulon Kadie	SN
9551	Tiangol Boulone	SN
9552	Boulone	SN
9553	Boulogne Diavandou	SN
9554	Vendou Bouli Tiane	SN
9555	Bouli Soutoura	SN
9556	Boulingue Toria	SN
9557	Boulingue	SN
9558	Boulinaye	SN
9559	Boulimbou	SN
9560	Bouli Manga	SN
9561	Foret de Boulireobe	SN
9562	Boulierobe	SN
9563	Boulieri	SN
9564	Boulidoude	SN
9565	Bouli Diaba	SN
9566	Bouli Bokel	SN
9567	Bouli Bogueul	SN
9568	Bouli-Boguel	SN
9569	Bouli Birane	SN
9570	Boulibani	SN
9571	Bouli Balde	SN
9572	Bouli	SN
9573	Bouli	SN
9574	Bouleye Dia	SN
9575	Boulel Babori	SN
9576	Boulel	SN
9577	Boulel	SN
9578	Boulel	SN
9579	Boulel	SN
9580	Boulel	SN
9581	Boulel	SN
9582	Bouldiabe	SN
9583	Boulbogne	SN
9584	Boulbi	SN
9585	Boulayot	SN
9586	Boulandor	SN
9587	Boulana	SN
9588	Boulalou	SN
9589	Boulalo	SN
9590	Reserve Sylvo-Pastorale de Boulal	SN
9591	Boulal	SN
9592	Boulal	SN
9593	Boulababene	SN
9594	Boula	SN
9595	Boukounto	SN
9596	Boukot Ouolof	SN
9597	Boukote Diola	SN
9598	Boukiyak	SN
9599	Foret Classee de Boukitimgo	SN
9600	Boukitimgo	SN
9601	Boukirlou	SN
9602	Boukilour	SN
9603	Bouki Dioulki	SN
9604	Boukarkounda	SN
9605	Boukaour	SN
9606	Bouinnguel	SN
9607	Bouingeul Bamba	SN
9608	Boura Mare	SN
9609	Bouhouyoume	SN
9610	Bouhinor	SN
9611	Bougoutoum	SN
9612	Bougolor	SN
9613	Bougolo	SN
9614	Bougnousse	SN
9615	Bougnadou	SN
9616	Bougari	SN
9617	Bougar	SN
9618	Boufoudj	SN
9619	Boufou	SN
9620	Boufara Gor	SN
9621	Boufanto	SN
9622	Boudoura	SN
9623	Boudouk	SN
9624	Boudone	SN
9625	Boudi Senetie	SN
9626	Boudiemar	SN
9627	Boudieguel	SN
9628	Foret du Boudie	SN
9629	Boudiangate	SN
9630	Boudi	SN
9631	Boudhie Samine	SN
9632	Boudaye	SN
9633	Boubou Lamou	SN
9634	Bouboukounda	SN
9635	Bouboudieme	SN
9636	Bouborel	SN
9637	Boubi Diem	SN
9638	Bouria	SN
9639	Boubene	SN
9640	Boubane	SN
9641	Boubak	SN
9642	Foret Classee de Botou	SN
9643	Botou	SN
9644	Boto	SN
9645	Boto	SN
9646	Bossinnka	SN
9647	Bossedji Bobou Faye	SN
9648	Bossedji Bara	SN
9649	Boslabal	SN
9650	Aire Bosia	SN
9651	Bos	SN
9652	Borti	SN
9653	Boroya	SN
9654	Boro Tirel	SN
9655	Bororo	SN
9656	Borofaye Diola	SN
9657	Borofaye Bayot	SN
9658	Borofaye	SN
9659	Borofaye	SN
9660	Boro Deunde	SN
9661	Borodene	SN
9662	Borhosem	SN
9663	Borde	SN
9664	Bop Nquior	SN
9665	Boode	SN
9666	Bonmadigui	SN
9667	Bonmadigui	SN
9668	Bonkonto	SN
9669	Vendou Boniedie	SN
9670	Boni	SN
9671	Bongoye	SN
9672	Bondji	SN
9673	Bondie Tiarene	SN
9674	Bondie Tiamene	SN
9675	Bondie Peul	SN
9676	Bondie	SN
9677	Bondali	SN
9678	Bonboye	SN
9679	Bonboye	SN
9680	Marigot de Bonbol	SN
9681	Bombode	SN
9682	Bona	SN
9683	Bolonas	SN
9684	Bolo	SN
9685	Bolo	SN
9686	Bollore	SN
9687	Boliegue Ardo	SN
9688	Boliboguel	SN
9689	Boli	SN
9690	Mboloyel	SN
9691	Bolel Gari	SN
9692	Bola Kho	SN
9693	Foret Classee de Bokoul	SN
9694	Bokoul	SN
9695	Bokondine	SN
9696	Bokoli	SN
9697	Bokoli	SN
9698	Bokolako	SN
9699	Bokodi	SN
9700	Bokobof	SN
9701	Boko	SN
9702	Boko	SN
9703	Boko	SN
9704	Boki Toulel	SN
9705	Boki Toudoune	SN
9706	Boki Tierde	SN
9707	Boki Tiedo	SN
9708	Boki Sada	SN
9709	Boki Saboundou	SN
9710	Boki Saboudo	SN
9711	Bokinedo	SN
9712	Boki Ndoula	SN
9713	Boki Mbonon	SN
9714	Boki Mbonon	SN
9715	Boki Maboube	SN
9716	Boki Lotchi	SN
9717	Boki Kekki	SN
9718	Bokiguile	SN
9719	Bokie Sintian	SN
9720	Bokidou lki	SN
9721	Boki Dive	SN
9722	Boki Dior	SN
9723	Boki Diave	SN
9724	Boki Bagou	SN
9725	Boki Baga Pui	SN
9726	Foret Classee de Boki	SN
9727	Vendou Boki	SN
9728	Boke Tekoum	SN
9729	Boke Sassalbe	SN
9730	Boke Namadi	SN
9731	Bokeladji	SN
9732	Boke-Goumi Irlabe	SN
9733	Boke Gael	SN
9734	Bokke Fafabe	SN
9735	Boke Diegue	SN
9736	Bokke Dialloube	SN
9737	Boke Diabano	SN
9738	Bokke Mbaibe	SN
9739	Boke	SN
9740	Bokar Diakanke	SN
9741	Boiti	SN
9742	Boissedou	SN
9743	Boirol	SN
9744	Boinguel Seno	SN
9745	Boinguel	SN
9746	Tiangol Boingal	SN
9747	Boingal	SN
9748	Boiguet Ogo	SN
9749	Boyberol	SN
9750	Bohou	SN
9751	Bohof	SN
9752	Bohodi-Gobel	SN
9753	Bohene	SN
9754	Bohe Baledie	SN
9755	Boguessa Boudou	SN
9756	Boguere	SN
9757	Boguene Goli	SN
9758	Boguel Gaye	SN
9759	Boguel Dalli	SN
9760	Boguelbar	SN
9761	Boguel	SN
9762	Bogguel	SN
9763	Boguel	SN
9764	Boguel	SN
9765	Bogol	SN
9766	Bogal Diaouli	SN
9767	Bogalar	SN
9768	Bogal	SN
9769	Bofoulou	SN
9770	Bofil	SN
9771	Bofil	SN
9772	Vendou Bofi	SN
9773	Bofi	SN
9774	Boffel Alassane	SN
9775	Bofe	SN
9776	Bofaye	SN
9777	Bofa	SN
9778	Iles aux Boeufs	SN
9779	Bodibato	SN
9780	Bodiara	SN
9781	Bodia	SN
9782	Bodeyel	SN
9783	Bodeol	SN
9784	Bode Mamadou Dieng	SN
9785	Bodel	SN
9786	Bodegne	SN
9787	Bodegne	SN
9788	Bodedji	SN
9789	Bode Dioum	SN
9790	Bode Dieng	SN
9791	Bode	SN
9792	Bode	SN
9793	Bode	SN
9794	Bode	SN
9795	Bodade	SN
9796	Boboti	SN
9797	Boboti	SN
9798	Bobori	SN
9799	Bobori	SN
9800	Bobori	SN
9801	Bobodigoula	SN
9802	Bobo	SN
9803	Bobi	SN
9804	Bobi	SN
9805	Boba	SN
9806	Boba	SN
9807	Boba	SN
9808	Bloug	SN
9809	Foret Classee de Blaze	SN
9810	Blaze	SN
9811	Aire Bito Bitorque	SN
9812	Bito	SN
9813	Bitiou	SN
9814	Bitibiti	SN
9815	Ilots de Bitch	SN
9816	Bitaene Keur Abdou Diakate	SN
9817	Foret de Bissine	SN
9818	Bissine	SN
9819	Bissinabes	SN
9820	Bissassou Douma	SN
9821	Bissarou	SN
9822	Bissari Missira	SN
9823	Bissari Dioub	SN
9824	Bissari Diosson	SN
9825	Bissari	SN
9826	Bissari	SN
9827	Bissar	SN
9828	Bissakal	SN
9829	Foret de Birkelane	SN
9830	Birkelane	SN
9831	Birkamanding	SN
9832	Birfal	SN
9833	Birataba	SN
9834	Birassou	SN
9835	Birane Khrouma	SN
9836	Biram Gueye	SN
9837	Biram Fal	SN
9838	Biram Diate	SN
9839	Biram Bodel	SN
9840	Biram Aouagali	SN
9841	Biram Aouagali	SN
9842	Birama Kelle	SN
9843	Birahim Seye	SN
9844	Bemba Ouroulbe	SN
9845	Binnkine	SN
9846	Binnguer	SN
9847	Binnguel Oulo	SN
9848	Binguel Dadhi	SN
9849	Binnguel	SN
9850	Binnguel	SN
9851	Binnguel	SN
9852	Binngel	SN
9853	Binngel	SN
9854	Binndiou	SN
9855	Binndiou	SN
9856	Binndago	SN
9857	Binndago	SN
9858	Biniguel	SN
9859	Binguil	SN
9860	Binguel Seno-Oualalnabe	SN
9861	Binguel Seno	SN
9862	Binguel-Ndiaye-Torobe	SN
9863	Binguel Modi	SN
9864	Binguel Foulbe	SN
9865	Binguel-Edi-Nabe	SN
9866	Binguel Dene	SN
9867	Binguel Bolo	SN
9868	Binguel Bobori	SN
9869	Binguel Bali	SN
9870	Bine Abdou Gueye	SN
9871	Binbaba	SN
9872	Bemba	SN
9873	Binandar	SN
9874	Binako	SN
9875	Bilil Samba Egoudou	SN
9876	Bilel	SN
9877	Bilassar	SN
9878	Marigot de Bil	SN
9879	Bil	SN
9880	Bil	SN
9881	Bikol	SN
9882	Biguel Seno	SN
9883	Biguel Seno	SN
9884	Marigot de Bignona	SN
9885	Foret Classee de Bignona	SN
9886	Bignona	SN
9887	Bignona	SN
9888	Bignona	SN
9889	Bidjika	SN
9890	Bidiam	SN
9891	Bidiam	SN
9892	Bidiakounda	SN
9893	Bidem	SN
9894	Bidal	SN
9895	Bichiri	SN
9896	Cap des Biches	SN
9897	Banc des Biches	SN
9898	Bibi	SN
9899	Biba	SN
9900	Biarou	SN
9901	Bezel	SN
9902	Beye Madji	SN
9903	Beurleup	SN
9904	Beuno Mboro	SN
9905	Beul Gueye	SN
9906	Beto	SN
9907	Betiou	SN
9908	Beterle	SN
9909	Beteou	SN
9910	Bethio	SN
9911	Betanti	SN
9912	Bessoloum	SN
9913	Bessire	SN
9914	Ber Tialane	SN
9915	Berola	SN
9916	Pointe Bernard	SN
9917	Anse Bernard	SN
9918	Bernal	SN
9919	Berma	SN
9920	Berkom	SN
9921	Beriou	SN
9922	Bari Diame Cisse	SN
9923	Beri Diagne	SN
9924	Vendou Beret	SN
9925	Beredji	SN
9926	Bereba	SN
9927	Berdiouga	SN
9928	Benntingui	SN
9929	Benntingui	SN
9930	Bennguene	SN
9931	Benne Mare	SN
9932	Benndiguirailo	SN
9933	Bengadji	SN
9934	Bene Mamour	SN
9935	Bene Djouma	SN
9936	Bemete Vouti	SN
9937	Bemete Djimande	SN
9938	Bemete Diatakounda	SN
9939	Bembou	SN
9940	Tiangol Bem Bem	SN
9941	Reserve Sylvo-Pastorale de Bem-Bem	SN
9942	Bem-Bem	SN
9943	Demba Badiane	SN
9944	Bema	SN
9945	Bema	SN
9946	Bel Tiaski Boki	SN
9947	Bel Tiaski	SN
9948	Belrout	SN
9949	Belongui	SN
9950	Belogne	SN
9951	Belnaibe Mbaila	SN
9952	Belli	SN
9953	Belle	SN
9954	Beldjimbara	SN
9955	Bella Guinde	SN
9956	Belkoum	SN
9957	Ndiafaf Beltyinde	SN
9958	Belki	SN
9959	Belkhor	SN
9960	Belkagne	SN
9961	Beli-Tiovi	SN
9962	Beli-Pouri	SN
9963	Beli Oli Dobolol	SN
9964	Beli Namari	SN
9965	Beli Moussi	SN
9966	Beli Maro	SN
9967	Belimaounde	SN
9968	Belil San Fari	SN
9969	Belil Nelbi	SN
9970	Belil Bogal	SN
9971	Belil Balal	SN
9972	Tiangol Beli Laoube	SN
9973	Belil	SN
9974	Beli Koyali	SN
9975	Beli Koele	SN
9976	Beli Karadji	SN
9977	Beliguel	SN
9978	Beli Gonadie	SN
9979	Beli Gonadie	SN
9980	Beligal	SN
9981	Beli Diori	SN
9982	Beli Alal	SN
9983	Belgarki	SN
9984	Belgane	SN
9985	Belfadak	SN
9986	Belene Boulbi	SN
9987	Belel-Tiodo	SN
9988	Belel Tiaski	SN
9989	Belel Soum	SN
9990	Belel Sirod	SN
9991	Vendou Belel Seno	SN
9992	Belel Sassira	SN
9993	Belel Sadiegui	SN
9994	Belel Pete	SN
9995	Balal Penda	SN
9996	Belel Otonde	SN
9997	Belel Nelbi	SN
9998	Belel Ndiobo	SN
9999	Belel Namari	SN
10000	Belel Moussa	SN
10001	Belel Mbodi	SN
10002	Belel Male	SN
10003	Belel Goumalo	SN
10004	Belel Goloki	SN
10005	Belel Gobel	SN
10006	Belel Gaoudi	SN
10007	Belel Gaoudi	SN
10008	Belel Fando	SN
10009	Belel Doulo	SN
10010	Belel Doba	SN
10011	Vendou Belel Diamala	SN
10012	Belel Diamala	SN
10013	Belel Diabi	SN
10014	Belel Davo	SN
10015	Belel Dadi	SN
10016	Belel Bovani	SN
10017	Belel Boulbi	SN
10018	Belel-Boukar	SN
10019	Belel Birom	SN
10020	Belel Beloki	SN
10021	Belel Bei	SN
10022	Belel Baoude	SN
10023	Vendou Belel Bandji	SN
10024	Belel Bandia	SN
10025	Belel Babo	SN
10026	Belel Aya	SN
10027	Belel	SN
10028	Belel	SN
10029	Bele	SN
10030	Bele	SN
10031	Belaye	SN
10032	Belan	SN
10033	Belal Soumaila	SN
10034	Belal Dougue Mare	SN
10035	Belal Bani	SN
10036	Tiangol Belal	SN
10037	Belal	SN
10038	Pointe de Bel Air	SN
10039	Banc de Bel-Air	SN
10040	Bel-Air	SN
10041	Belair	SN
10042	Bela	SN
10043	Beibel	SN
10044	Beguel	SN
10045	Begne Pinda	SN
10046	Begaye Samb	SN
10047	Begaye Ardo	SN
10048	Beela	SN
10049	Beel	SN
10050	Bedetiole	SN
10051	Bede	SN
10052	Bayti	SN
10053	Foret Classee des Bayottes	SN
10054	Bayfora	SN
10055	Baye Yar	SN
10056	Bayer	SN
10057	Bayene Diak	SN
10058	Bayene	SN
10059	Baye Diang	SN
10060	Bayanka	SN
10061	Bayandour	SN
10062	Bayamba	SN
10063	Bayakh Gaye	SN
10064	Bayakh	SN
10065	Bayakh	SN
10066	Bayakh	SN
10067	Baya	SN
10068	Battal	SN
10069	Batranke	SN
10070	Batoulane	SN
10071	Batodji	SN
10072	Batinier	SN
10073	Batinier	SN
10074	Batinding Dieme	SN
10075	Batindie	SN
10076	Batimba	SN
10077	Batiare Ouro Gueladjo	SN
10078	Batian	SN
10079	Mbatias Dieye	SN
10080	Batekel	SN
10081	Bateguele	SN
10082	Barchiti Kole	SN
10083	Batara	SN
10084	Batankigne	SN
10085	Batan Gnima	SN
10086	Batal	SN
10087	Batal	SN
10088	Batabout	SN
10089	Bassoum	SN
10090	Bassoul	SN
10091	Bassinkil	SN
10092	Bassere	SN
10093	Bassene	SN
10094	Bassene	SN
10095	Bassene	SN
10096	Bassene	SN
10097	Bassem Mondouar	SN
10098	Bassar	SN
10099	Bassanbea	SN
10100	Bassafa	SN
10101	Bassaf	SN
10102	Bassada	SN
10103	Bassabou	SN
10104	Barsine	SN
10105	Barsafa	SN
10106	Barra Kunda Falls	SN
10107	Barouk	SN
10108	Barone	SN
10109	Barokounda	SN
10110	Barobe	SN
10111	Barmetial	SN
10112	Barkjewel	SN
10113	Barkiel	SN
10114	Barkeval	SN
10115	Barkedji Mboul	SN
10116	Foret Classee de Barkedji-Dodji	SN
10117	Barkedji	SN
10118	Barkedji	SN
10119	Barkedji	SN
10120	Barkedji	SN
10121	Barkedji	SN
10122	Barkedji	SN
10123	Barkayel	SN
10124	Barkayel	SN
10125	Barka Bandiel	SN
10126	Barindondol	SN
10127	Baridiane	SN
10128	Foret de Baria	SN
10129	Baria	SN
10130	Foret de Bari	SN
10131	Bari	SN
10132	Bari	SN
10133	Bare	SN
10134	Bari	SN
10135	Bari	SN
10136	Bargue	SN
10137	Bargny Guedj	SN
10138	Bargny	SN
10139	Banc de Bargny	SN
10140	Bargny	SN
10141	Barga	SN
10142	Vendou Barele	SN
10143	Bareguessin	SN
10144	Baredji	SN
10145	Bardiol	SN
10146	Bardial	SN
10147	Langue de Barbarie	SN
10148	Barbaouane	SN
10149	Barantir	SN
10150	Barandao	SN
10151	Barandama	SN
10152	Baramanougouya	SN
10153	Baralou	SN
10154	Barale Ndiaye	SN
10155	Baralak	SN
10156	Baral	SN
10157	Barakounda	SN
10158	Barakounda	SN
10159	Baraka Poukao	SN
10160	Baraka Patata	SN
10161	Baraka Bounao	SN
10162	Baragues	SN
10163	Baragues	SN
10164	Mbaraglou	SN
10165	Baraglou	SN
10166	Barafoute	SN
10167	Baraf	SN
10168	Baradji	SN
10169	Baraboye	SN
10170	Baraberi	SN
10171	Bara	SN
10172	Bara	SN
10173	Bapore Mare	SN
10174	Bapindo	SN
10175	Tiangol Bapedji	SN
10176	Bapedji	SN
10177	Bapedj	SN
10178	Bapalel Koliabe	SN
10179	Haire Bapalel	SN
10180	Baoul	SN
10181	Baoudiali	SN
10182	Baou	SN
10183	Baol	SN
10184	Baode	SN
10185	Banvani	SN
10186	Bantigniel	SN
10187	Bantigneul	SN
10188	Bantata	SN
10189	Bantanto	SN
10190	Bantanto	SN
10191	Bantantinnting	SN
10192	Bantankountouyel	SN
10193	Bantankountou	SN
10194	Bantankountou	SN
10195	Bantankountou	SN
10196	Bantankountou	SN
10197	Bantankoli	SN
10198	Bantanki Doulo	SN
10199	Bantaniel	SN
10200	Bantangueul Kassoum	SN
10201	Bantangueul	SN
10202	Bantanguel	SN
10203	Bantandienke	SN
10204	Bantandiang	SN
10205	Bantandiang	SN
10206	Bantanani	SN
10207	Bantambali	SN
10208	Banta Koutoum Pakane	SN
10209	Bantakountou	SN
10210	Bantakokouta	SN
10211	Bantakili Moulaye	SN
10212	Bantakili	SN
10213	Bansifara	SN
10214	Banoungoune	SN
10215	Banou	SN
10216	Bano	SN
10217	Bano	SN
10218	Bannbadinnka	SN
10219	Bankouma	SN
10220	Bankou Dinka	SN
10221	Bankouba	SN
10222	Bankou	SN
10223	Bankassouk	SN
10224	Bani Tapirde	SN
10225	Banipeli	SN
10226	Mbaniou	SN
10227	Baniou	SN
10228	Banin Kole	SN
10229	Banima	SN
10230	Baniere	SN
10231	Baniaye	SN
10232	Tiangol Banianol	SN
10233	Banianol	SN
10234	Bani	SN
10235	Bani	SN
10236	Bani	SN
10237	Bani	SN
10238	Bani	SN
10239	Banhar	SN
10240	Bangoye	SN
10241	Bangounam	SN
10242	Bangol	SN
10243	Bangaye Sambo	SN
10244	Bangaye	SN
10245	Bangare	SN
10246	Gue de Bangare	SN
10247	Banganga	SN
10248	Bangadj	SN
10249	Bangadj	SN
10250	Banfara II	SN
10251	Banfara Demandaou	SN
10252	Banfara	SN
10253	Tiangol Banede	SN
10254	Baneba	SN
10255	Baneba	SN
10256	Bane	SN
10257	Bane	SN
10258	Bane	SN
10259	Bandoulou	SN
10260	Bandoukounda Balde	SN
10261	Bandjikaki	SN
10262	Bandioul Bante	SN
10263	Badioula	SN
10264	Bandio	SN
10265	Bandiala	SN
10266	Bandiala	SN
10267	Bandial	SN
10268	Bandiagara	SN
10269	Foret de Bandia	SN
10270	Bandia Sessene	SN
10271	Bandandar	SN
10272	Bandemba	SN
10273	Bandafassi	SN
10274	Band	SN
10275	Bamboya	SN
10276	Bamboya	SN
10277	Bambi	SN
10278	Bombali	SN
10279	Bambadji	SN
10280	Banbadion	SN
10281	Banbadinnka	SN
10282	Banbadinnka	SN
10283	Banbadala	SN
10284	Banba	SN
10285	Banankourou	SN
10286	Bananko	SN
10287	Banane	SN
10288	Banane	SN
10289	Banadie	SN
10290	Bana Daniedo	SN
10291	Bampana	SN
10292	Bamhouame	SN
10293	Bamgol	SN
10294	Bam Djigane	SN
10295	Bamda Dinka	SN
10296	Bambli	SN
10297	Bambilor	SN
10298	Bambey	SN
10299	Bambey	SN
10300	Bambe	SN
10301	Bambaya	SN
10302	Bambato	SN
10303	Bam Bare	SN
10304	Bambaraya	SN
10305	Bambarandi	SN
10306	Bambarakounda	SN
10307	Bamba Moussa	SN
10308	Bamba Mamadou	SN
10309	Bambali	SN
10310	Bambali	SN
10311	Bambako	SN
10312	Bambako	SN
10313	Bambadala Tiako	SN
10314	Bambadala Kontene	SN
10315	Bambadala	SN
10316	Bambadala	SN
10317	Bambadala	SN
10318	Bamba	SN
10319	Bamba	SN
10320	Bamb	SN
10321	Bamakounda	SN
10322	Bamako	SN
10323	Bamaki	SN
10324	Bamaki	SN
10325	Bamadoukounda	SN
10326	Tiangol Bam	SN
10327	Mbam	SN
10328	Bam	SN
10329	Balta	SN
10330	Balori	SN
10331	Balonguine	SN
10332	Balol	SN
10333	Balokounda	SN
10334	Balo Kounda	SN
10335	Balokounda	SN
10336	Balo Kounda	SN
10337	Balodji	SN
10338	Bal Mayata	SN
10339	Foret du Balmadou	SN
10340	Balmadou	SN
10341	Balkamissa	SN
10342	Balkam	SN
10343	Bali Roto	SN
10344	Balingor	SN
10345	Balingor	SN
10346	Baling	SN
10347	Baline	SN
10348	Bali Gueli	SN
10349	Baliga	SN
10350	Balib	SN
10351	Balian	SN
10352	Bali	SN
10353	Bal Gaye	SN
10354	Balerou	SN
10355	Balero	SN
10356	Baleou	SN
10357	Balenian	SN
10358	Balenia	SN
10359	Balel Cisse	SN
10360	Balel Sall	SN
10361	Tchangol Balel	SN
10362	Foret Classee de Balel	SN
10363	Balel	SN
10364	Baledjiel	SN
10365	Bale	SN
10366	Baldi Kadjole	SN
10367	Tchangol Baldi	SN
10368	Balboto	SN
10369	Bala Palene	SN
10370	Balaoune	SN
10371	Bala Ougonor	SN
10372	Foret de Bala-Ouest	SN
10373	Balankine	SN
10374	Balankine	SN
10375	Balangouma	SN
10376	Pointe Balandour	SN
10377	Balandioul	SN
10378	Balandine	SN
10379	Balla Ndiaye	SN
10380	Balande	SN
10381	Bala Meretaol	SN
10382	Balamboulou	SN
10383	Balam Boulou	SN
10384	Balala	SN
10385	Balakounda	SN
10386	Balakonko	SN
10387	Bala Guirene	SN
10388	Bala Foulbe	SN
10389	Foret Classee de Bala-Est	SN
10390	Baladji	SN
10391	Bala Diobene	SN
10392	Bala Diaye	SN
10393	Foret Classee de Balabougou	SN
10394	Balabougou	SN
10395	Bala Bassene	SN
10396	Balababene	SN
10397	Vendou Balla	SN
10398	Bala	SN
10399	Ouro Baidi	SN
10400	Bala	SN
10401	Bala	SN
10402	Bakous	SN
10403	Bakoure	SN
10404	Bakounou	SN
10405	Bakoundi	SN
10406	Bakoum	SN
10407	Bakoudiem	SN
10408	Foret de Bakor	SN
10409	Bakor	SN
10410	Bakor	SN
10411	Bakopone	SN
10412	Bako	SN
10413	Baki Baki	SN
10414	Baki Baki	SN
10415	Baki	SN
10416	Mbakhis	SN
10417	Bakhes	SN
10418	Bakhere	SN
10419	Bakhda	SN
10420	Bakesaloum	SN
10421	Bakem	SN
10422	Bakel Landing Field	SN
10423	Bakel	SN
10424	Bakel	SN
10425	Bakel	SN
10426	Bakeidi	SN
10427	Bak Dior	SN
10428	Bakbous	SN
10429	Bakayoko	SN
10430	Bakaouka	SN
10431	Bakao	SN
10432	Bakadaji	SN
10433	Bakadadji	SN
10434	Bak	SN
10435	Baiti Tiokene	SN
10436	Baitit	SN
10437	Baiti Sali	SN
10438	Baiti Ndiaye	SN
10439	Baytilaye	SN
10440	Baitilaye	SN
10441	Baiti Gueye	SN
10442	Baiti Gaye	SN
10443	Baiti Diouf	SN
10444	Baiti Dieye	SN
10445	Baiti Dia	SN
10446	Baiti Dia	SN
10447	Baiti Bakar	SN
10448	Baiti	SN
10449	Baiti	SN
10450	Baiti	SN
10451	Baiti	SN
10452	Baisso	SN
10453	Bairat	SN
10454	Bainak	SN
10455	Baili-Ouamedaka	SN
10456	Tchangol-Baile	SN
10457	Baile	SN
10458	Bailar	SN
10459	Marigot de Baila	SN
10460	Baila	SN
10461	Baila	SN
10462	Baidot	SN
10463	Bahis Sek	SN
10464	Bahire Foula	SN
10465	Bahare	SN
10466	Bahare	SN
10467	Bahare	SN
10468	Bahanga	SN
10469	Bagone	SN
10470	Baniomba	SN
10471	Bagni-Bagni	SN
10472	Foret Classee de Baghanga	SN
10473	Baghanga	SN
10474	Bag Dobe	SN
10475	Bagayogo	SN
10476	Bagaya	SN
10477	Bagata	SN
10478	Bagari	SN
10479	Baganha	SN
10480	Bagana	SN
10481	Bagana	SN
10482	Bagame	SN
10483	Bagaga	SN
10484	Bagadadji	SN
10485	Bagadadji	SN
10486	Bagadadji	SN
10487	Bagadadji	SN
10488	Bafoundou	SN
10489	Bafikane	SN
10490	Bafel	SN
10491	Bafaye	SN
10492	Bafaye	SN
10493	Foret Classee de Bafata	SN
10494	Bafata	SN
10495	Bafara Diala	SN
10496	Bafabantan	SN
10497	Bae	SN
10498	Badoumba Mamadou	SN
10499	Badoumba Kereouane	SN
10500	Badoumba Diae	SN
10501	Badouga	SN
10502	Badon	SN
10503	Badogor Doune	SN
10504	Badogor Boki	SN
10505	Badobar	SN
10506	Badlara	SN
10507	Badjimor	SN
10508	Badjikounda	SN
10509	Badjikounda	SN
10510	Badji Boko Roko	SN
10511	Badji	SN
10512	Badioure	SN
10513	Badiou Batan	SN
10514	Badionkoton	SN
10515	Badionkoto	SN
10516	Badiongo	SN
10517	Badion	SN
10518	Badioal	SN
10519	Badinnding	SN
10520	Badindin	SN
10521	Badindin	SN
10522	Badinde Ba	SN
10523	Badimbour	SN
10524	Badiene	SN
10525	Badieleli	SN
10526	Badie Kad	SN
10527	Badie	SN
10528	Badiat	SN
10529	Badiarinkoto	SN
10530	Badiari	SN
10531	Badiara	SN
10532	Badiara	SN
10533	Badiara	SN
10534	Badiapour	SN
10535	Badiane Nem	SN
10536	Badiane	SN
10537	Badiane	SN
10538	Badiandoum	SN
10539	Badiandian	SN
10540	Badiambako	SN
10541	Badiana	SN
10542	Aire Badi	SN
10543	Badi	SN
10544	Badem	SN
10545	Badem	SN
10546	Badem	SN
10547	Bade Mare	SN
10548	Bade	SN
10549	Badar Ndaye	SN
10550	Badar Diaye	SN
10551	Badar	SN
10552	Badar	SN
10553	Badambali	SN
10554	Badam	SN
10555	Badagar	SN
10556	Bada	SN
10557	Bab Sar	SN
10558	Babouni	SN
10559	Babou Naim	SN
10560	Babou	SN
10561	Babou	SN
10562	Baborel	SN
10563	Babongoulou	SN
10564	Babonda	SN
10565	Ba Bleul	SN
10566	Babira	SN
10567	Babinguel	SN
10568	Babine Tiakre	SN
10569	Babianmoto	SN
10570	Babel Fera	SN
10571	Babel	SN
10572	Babate	SN
10573	Babate	SN
10574	Babar	SN
10575	Babanem	SN
10576	Babali	SN
10577	Babak	SN
10578	Ile de Babagueye	SN
10579	Baba Gaye	SN
10580	Baba-Garage	SN
10581	Baba Gale	SN
10582	Babadi	SN
10583	Bababe	SN
10584	Barandoufari	SN
10585	Baaf	SN
10586	Bolon Ba	SN
10587	Assokh	SN
10588	Ayoum	SN
10589	Aynoumal	SN
10590	Aymeroua	SN
10591	Aye Noumane	SN
